name,clean name,carbon_rating,co2e,lca_farm,lca_processing,lca_packaging,lca_transport,lca_retail,lca_food_waste,source
"Chicken high leg, meat, raw",Raw Chicken Thigh Meat,4,5.682636239,3.7763915,1.1158021,0.3605571,0.28643577,0.037885829,0.10556394,agribalyse
"Chicken, marinated wing, roasted/baked",Roasted Marinated Chicken Wings,4,5.801416329,3.816143,1.1275474,0.3631791,0.28885942,0.038356389,0.16733102,agribalyse
"Chicken, drumstick, raw",Raw Chicken Drumstick,4,5.682636239,3.7763915,1.1158021,0.3605571,0.28643577,0.037885829,0.10556394,agribalyse
"Chicken, breast, meat and skin, raw",Raw Chicken Breast Meat,3,5.473546545,3.7763915,1.133405,0.28844568,0.2401964,0.030308663,0.004799302,agribalyse
"Chicken, breast, meat and skin, roasted/baked",Roasted Chicken Breast,4,7.308030367,4.9994509,1.5004807,0.38186454,0.31798877,0.040124726,0.068120731,agribalyse
"Chicken, meat and skin, raw",Raw Chicken Meat and Skin,3,4.466457185,3.0211132,0.89264172,0.28844568,0.22914862,0.030308663,0.004799302,agribalyse
"Chicken, meat and skin, roasted/baked",Roasted Chicken Meat and Skin,4,5.974775147,3.9995607,1.1817415,0.38186454,0.30336295,0.040124726,0.068120731,agribalyse
"Chicken, meat, raw",Raw Chicken Meat,3,4.466457185,3.0211132,0.89264172,0.28844568,0.22914862,0.030308663,0.004799302,agribalyse
"Pouligny Saint-Pierre cheese, from goat's milk",Pouligny Cheese,4,6.699011525,5.9156525,0.22441306,0.26662691,0.25846907,0.029050683,0.004799302,agribalyse
"Soy ""cream"" preparation",Soy Cream,1,1.529694357,0.88451386,0.32328851,0.10860273,0.1841686,0.029120657,0,agribalyse
Pizza pastry base,Pizza Crust,1,1.318893243,0.26627683,0.15491762,0.517934,0.2825133,0.030685111,0.066566382,agribalyse
"Spring vegetables, frozen, raw (French beans, carrots, potatoes, green peas, onions)",Frozen Spring Vegetables,1,0.715437226,0.1640177,0.017537138,0.22002739,0.23849386,0.057201617,0.018159521,agribalyse
"Profiteroles (chou pastry), with vanilla ice cream and chocolate sauce",Chou Profiteroles with Vanilla Ice Cream and Chocolate Sauce,3,4.47606015,3.5768669,0.40053075,0.2060113,0.22173711,0.052754569,0.018159521,agribalyse
"Profiteroles (chou pastry), with custard and chocolate sauce, refrigerated",Chou Pastry Profiteroles,3,4.639258383,3.7425323,0.41908165,0.21223495,0.22992507,0.030685111,0.004799302,agribalyse
"Provolone cheese, from cow's milk",Provolone Cheese,4,6.263162655,5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.004799302,agribalyse
"Greengage plum, raw",Greengage Plums,1,0.906636964,0.59669943,0,0,0.1704366,0.03993612,0.099564814,agribalyse
"Plum, raw",Plums,1,0.906636964,0.59669943,0,0,0.1704366,0.03993612,0.099564814,agribalyse
Prune,Dried Plums,2,2.533108873,1.5084562,0.58151243,0.28581962,0.11132478,0.045995843,0,agribalyse
"Fruits puree, without sugar added",Fruit Puree,1,0.757889313,0.07382856,0.13807516,0.29054328,0.2199579,0.030685111,0.004799302,agribalyse
Mix of 4 spices,Four Spice Blend,1,0.882389009,-0.018766394,0,0.49690685,0.37890839,0.025340163,0,agribalyse
"Pound cake, prepacked",Prepackaged Pound Cake,4,5.708401267,4.8761039,0.37190671,0.30178436,0.12948564,0.029120657,0,agribalyse
"Fish quenelle, raw",Raw Fish Quenelle,4,6.856758253,5.8417979,0.23970101,0.27526228,0.46451265,0.030685111,0.004799302,agribalyse
"Fish quenelle, in sauce",Fish Quenelle in Sauce,4,6.918525333,5.8417979,0.23970101,0.27526228,0.46451265,0.030685111,0.066566382,agribalyse
"Veal quenelle, in sauce",Veal Quenelle in Sauce,4,7.514844123,6.6907579,0.25390126,0.27526679,0.19766668,0.030685111,0.066566382,agribalyse
"Poultry quenelle, raw",Raw Poultry Quenelle,4,7.401786983,6.0952929,0.75293044,0.27527347,0.24280576,0.030685111,0.004799302,agribalyse
"Poultry quenelle, in sauce",Poultry Quenelle in Sauce,4,7.463554063,6.0952929,0.75293044,0.27527347,0.24280576,0.030685111,0.066566382,agribalyse
"Quenelle, plain, raw",Raw Plain Quenelle,3,3.566733073,2.8236157,0.23211023,0.27529761,0.20022512,0.030685111,0.004799302,agribalyse
Quiche Lorraine (eggs and lardoons quiche),Quiche Lorraine,3,5.022521183,4.1813555,0.42212577,0.10294623,0.21884219,0.030685111,0.066566382,agribalyse
"Quinoa, boiled/cooked in water, unsalted",Boiled Unsalted Quinoa,1,0.675918415,0.39940381,0,0.092029683,0.16876948,0.007788667,0.007926775,agribalyse
"Quinoa, raw",Quinoa,1,1.583189189,0.902335,0,0.26940995,0.38128481,0.030159429,0,agribalyse
"Raclette cheese, from cow's milk",Raclette Cheese,4,6.263162655,5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.004799302,agribalyse
"Radish, black, raw",Black Radish,1,0.249300313,0.072311127,0,0,0.14056627,0.024105619,0.012317297,agribalyse
"Radish, raw",Radish,1,0.249300313,0.072311127,0,0,0.14056627,0.024105619,0.012317297,agribalyse
"Ray, raw",Ray Fish,5,10.96705925,9.4787825,0,0.28844568,1.1647231,0.030308663,0.004799302,agribalyse
"Ray, cooked in an aromatic stock",Ray Fish in Aromatic Stock,5,13.35831498,11.574143,0,0.25734164,1.4221944,0.037008636,0.067627306,agribalyse
"Ray, roasted/baked",Roasted Ray Fish,5,13.35831498,11.574143,0,0.25734164,1.4221944,0.037008636,0.067627306,agribalyse
"Horseradish, fresh",Horseradish,1,0.70943889,0.079706583,0,0.33443152,0.16406077,0.031675203,0.099564814,agribalyse
"Grape, white, raw",White Grapes,1,0.628374734,0.29161536,0,0,0.19725844,0.03993612,0.099564814,agribalyse
"Grape, red, raw",Red Grapes,1,0.628374734,0.29161536,0,0,0.19725844,0.03993612,0.099564814,agribalyse
"Grape, raw",Grapes,1,0.628374734,0.29161536,0,0,0.19725844,0.03993612,0.099564814,agribalyse
Raisin,Raisins,2,2.134935233,0.97049592,0.72129907,0.28581962,0.11132478,0.045995843,0,agribalyse
"Spiny scorpionfish, raw",Spiny Scorpionfish,5,10.96705925,9.4787825,0,0.28844568,1.1647231,0.030308663,0.004799302,agribalyse
"Spiny scorpionfish, steamed",Steamed Spiny Scorpionfish,5,13.35831498,11.574143,0,0.25734164,1.4221944,0.037008636,0.067627306,agribalyse
Ratatouille cooked,Ratatouille,2,1.903842918,1.220809,0.1846223,0.21221738,0.24278305,0.030685111,0.012726077,agribalyse
"Ravioli filled with meat, in tomato sauce, canned",Meat Ravioli in Tomato Sauce,5,17.01306166,16.270418,0.26472763,0.20707072,0.22743412,0.030685111,0.012726077,agribalyse
"Dumplings, steamed, with shrimps, cooked",Steamed Shrimp Dumplings,2,2.685228698,1.5762414,0.42472441,0.21225213,0.42859957,0.030685111,0.012726077,agribalyse
"Ravioli filled with vegetables, in tomato sauce, canned",Canned Vegetable Ravioli in Tomato Sauce,2,1.880883978,1.2085694,0.18483237,0.20707072,0.2370003,0.030685111,0.012726077,agribalyse
"Reblochon cheese, from cow's milk",Reblochon Cheese,3,5.496055135,4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.004799302,agribalyse
"Shark, raw",Raw Shark,5,10.96705925,9.4787825,0,0.28844568,1.1647231,0.030308663,0.004799302,agribalyse
"Rhubarb, stalk, raw",Raw Rhubarb,1,0.685325734,0.3753882,0,0,0.1704366,0.03993612,0.099564814,agribalyse
"Rhubarb, stalk, cooked, with sugar",Cooked Rhubarb with Sugar,1,1.237737575,0.30959852,0,0.56346925,0.19668644,0.062976315,0.10500705,agribalyse
Rum,Rum,1,1.156598473,0,0.4658128,0.49690685,0.17690961,0.012169911,0.004799302,agribalyse
"Rillettes, duck",Duck Rillettes,3,4.836218323,3.7164056,0.50711075,0.36342763,0.21378993,0.030685111,0.004799302,agribalyse
"Rillettes, mackerel",Mackerel Rillettes,4,7.566455673,6.2584611,0.27294044,0.20700456,0.79256516,0.030685111,0.004799302,agribalyse
"Rillette, fish",Fish Rillettes,3,3.889522403,2.8117665,0.36552704,0.20700456,0.46973989,0.030685111,0.004799302,agribalyse
"Rillettes, poultry",Poultry Rillettes,3,4.836218323,3.7164056,0.50711075,0.36342763,0.21378993,0.030685111,0.004799302,agribalyse
"Rillettes, salmon",Salmon Rillettes,4,7.566455673,6.2584611,0.27294044,0.20700456,0.79256516,0.030685111,0.004799302,agribalyse
"Rillettes, tuna",Tuna Rillettes,3,3.889522403,2.8117665,0.36552704,0.20700456,0.46973989,0.030685111,0.004799302,agribalyse
Rillettes from Tours,Tours Rillettes,3,4.836218323,3.7164056,0.50711075,0.36342763,0.21378993,0.030685111,0.004799302,agribalyse
"Rillettes, goose",Goose Rillettes,3,4.836218323,3.7164056,0.50711075,0.36342763,0.21378993,0.030685111,0.004799302,agribalyse
Rillettes from Mans,Mans Rillettes,3,4.836218323,3.7164056,0.50711075,0.36342763,0.21378993,0.030685111,0.004799302,agribalyse
"Rillettes, pure goose",Goose Rillettes,3,4.836218323,3.7164056,0.50711075,0.36342763,0.21378993,0.030685111,0.004799302,agribalyse
"Rillettes, pure pork",Pork Rillettes,3,4.836218323,3.7164056,0.50711075,0.36342763,0.21378993,0.030685111,0.004799302,agribalyse
"Rillettes, pork",Pork Rillettes,3,4.836218323,3.7164056,0.50711075,0.36342763,0.21378993,0.030685111,0.004799302,agribalyse
"Sweetbread, lamb, raw",Raw Lamb Sweetbread,5,32.50825896,31.72076,0.040889313,0.3605571,0.24260278,0.037885829,0.10556394,agribalyse
"Sweetbread, lamb, cooked",Cooked Lamb Sweetbread,5,44.62109104,43.479893,0.0560473,0.49421842,0.33253752,0.051930401,0.2064644,agribalyse
"Sweetbread, calf, sautéed/pan-fried",Calf Sweetbread Sautéed,5,33.42667809,32.219525,0.097109013,0.49421842,0.34043192,0.051930401,0.22346334,agribalyse
"Sweetbread, calf, raw",Calf Sweetbread,5,24.30808023,23.489462,0.067543292,0.3605571,0.24706807,0.037885829,0.10556394,agribalyse
"Risotto, w cheeses",Cheese Risotto,1,1.008493978,0.38048019,0.15618215,0.21221738,0.21620307,0.030685111,0.012726077,agribalyse
"Risotto, w seafood",Seafood Risotto,1,1.008493978,0.38048019,0.15618215,0.21221738,0.21620307,0.030685111,0.012726077,agribalyse
"Risotto, w vegetables",Vegetable Risotto,1,1.008493978,0.38048019,0.15618215,0.21221738,0.21620307,0.030685111,0.012726077,agribalyse
"Riste (Eggplant, tomatoes, onions)","Eggplant, Tomato, and Onion Riste",2,1.903842918,1.220809,0.1846223,0.21221738,0.24278305,0.030685111,0.012726077,agribalyse
"Rice pudding, refrigerated",Rice Pudding,1,1.702239893,1.0743985,0.16106799,0.21221738,0.21907161,0.030685111,0.004799302,agribalyse
"Rice, parboiled, raw",Parboiled Rice,2,2.161703259,1.5176977,0,0.26940995,0.34443618,0.030159429,0,agribalyse
"Rice, parboiled, cooked, unsalted",Parboiled Cooked Rice,1,1.05720799,0.67178401,0,0.092029683,0.15245903,0.007788667,0.1331466,agribalyse
"Rice, raw",Rice,2,2.161703259,1.5176977,0,0.26940995,0.34443618,0.030159429,0,agribalyse
"White rice, cooked, with vegetables and meat",Vegetable and Meat Rice Bowl,2,2.240173698,1.4162982,0.27630387,0.27003565,0.23412479,0.030685111,0.012726077,agribalyse
"White rice, cooked, with chicken",Chicken and White Rice,2,2.612890348,1.7412091,0.30823594,0.28482637,0.23520775,0.030685111,0.012726077,agribalyse
"Rice, cooked, unsalted",Cooked Unsalted Rice,1,1.05720799,0.67178401,0,0.092029683,0.15245903,0.007788667,0.1331466,agribalyse
Cantonese rice,Cantonese Rice,2,2.146679328,1.3644339,0.20252387,0.27629517,0.2600152,0.030685111,0.012726077,agribalyse
"Rice, brown, raw",Brown Rice,2,2.161703259,1.5176977,0,0.26940995,0.34443618,0.030159429,0,agribalyse
"Rice, brown, cooked, unsalted",Brown Unsalted Cooked Rice,1,1.05720799,0.67178401,0,0.092029683,0.15245903,0.007788667,0.1331466,agribalyse
"Rice, red, raw",Red Rice,2,2.161703259,1.5176977,0,0.26940995,0.34443618,0.030159429,0,agribalyse
"Rice, red, cooked, unsalted",Red Cooked Rice,1,1.05720799,0.67178401,0,0.092029683,0.15245903,0.007788667,0.1331466,agribalyse
"Wild rice, raw",Wild Rice,2,2.161703259,1.5176977,0,0.26940995,0.34443618,0.030159429,0,agribalyse
"Wild rice, cooked, unsalted",Cooked Wild Rice,1,1.05720799,0.67178401,0,0.092029683,0.15245903,0.007788667,0.1331466,agribalyse
"Basmati rice, raw",Basmati Rice,2,2.161703259,1.5176977,0,0.26940995,0.34443618,0.030159429,0,agribalyse
"Rice, mix of species (white, wholegrain, wild, red,etc.), raw",Multi-Grain Rice,2,2.161703259,1.5176977,0,0.26940995,0.34443618,0.030159429,0,agribalyse
"Rocamadour cheese, from goat's milk",Rocamadour Cheese,4,6.699011525,5.9156525,0.22441306,0.26662691,0.25846907,0.029050683,0.004799302,agribalyse
Chocolate and nut confectionery filled with praline,Chocolate Nut Praline Filling,5,13.15980589,11.479574,1.2577469,0.10291973,0.30546026,0.014104999,0,agribalyse
Rock-shaped coconut cake,Rock Coconut Cake,1,1.652884207,0.91237874,0.21176496,0.30173048,0.19788937,0.029120657,0,agribalyse
"Kidney, lamb, braised",Lamb Braised Kidney,5,35.60004742,34.783915,0.04483784,0.39537473,0.26603001,0.041544321,0.06834552,agribalyse
"Kidney, lamb, raw",Lamb Kidney,5,25.92695532,25.376608,0.03271145,0.28844568,0.19408222,0.030308663,0.004799302,agribalyse
"Kidney, beef, raw",Raw Beef Kidney,5,26.80839354,26.239229,0.049313648,0.28844568,0.19629725,0.030308663,0.004799302,agribalyse
"Kidney, beef, cooked",Cooked Beef Kidney,5,36.80824134,35.966316,0.067594601,0.39537473,0.26906617,0.041544321,0.06834552,agribalyse
"Kidney, pork, raw",Raw Pork Kidney,2,1.897167605,1.3034251,0.0811168,0.28844568,0.18907206,0.030308663,0.004799302,agribalyse
"Kidney, pork, cooked",Cooked Pork Kidney,2,2.662229551,1.786615,0.11118743,0.39537473,0.25916255,0.041544321,0.06834552,agribalyse
"Kidney, veal, sautéed/pan-fried",Pan-Fried Veal Kidney,5,26.6536444,25.780088,0.07859259,0.39537473,0.2727003,0.041544321,0.085344463,agribalyse
"Kidney, calf, raw",Calf Kidney,5,19.36681174,18.791569,0.054034634,0.28844568,0.19765446,0.030308663,0.004799302,agribalyse
"Rosemary, fresh",Fresh Rosemary,1,0.953486047,0.32375374,0,0.33443152,0.16406077,0.031675203,0.099564814,agribalyse
"Rosemary, dried",Dried Rosemary,1,1.011373501,0.25900299,0,0.49690685,0.17690961,0.078554051,0,agribalyse
"Round of ham, cooked",Cooked Round Ham,4,8.028096669,6.4813004,0.50582361,0.64584757,0.25167532,0.037885829,0.10556394,agribalyse
"Roquefort cheese, from ewe's milk",Roquefort Cheese,4,5.920383695,5.1977921,0.22441306,0.20585948,0.25846907,0.029050683,0.004799302,agribalyse
"Roman rocket, raw",Roman Rocket,1,0.882514478,0.31309977,0,0,0.2272488,0.076659738,0.26550617,agribalyse
Rosette dry sausage,Rosette Sausage,3,5.398718735,4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.004799302,agribalyse
Rostis or Potatoes cake,Rosti,1,1.029507883,0.28859199,0.14029551,0.2752397,0.22812919,0.030685111,0.066566382,agribalyse
"Salt curing roast poultry, cooked",Salt-Cured Roast Chicken,4,7.308030367,4.9994509,1.5004807,0.38186454,0.31798877,0.040124726,0.068120731,agribalyse
"Surmullet or red mullet, raw",Raw Red Mullet,4,6.785972945,5.4223937,0,0.28844568,1.0400256,0.030308663,0.004799302,agribalyse
"Surmullet or red mullet, steamed",Steamed Red Mullet,4,8.347833742,6.6210573,0,0.3522089,1.2699316,0.037008636,0.067627306,agribalyse
"Surmullet or red mullet, fillet with skin, frozen, raw (from Thailand or Senegal)",Frozen Raw Red Mullet Fillet,3,4.653604445,3.0049098,0.45641458,0.27325597,0.84660203,0.054262544,0.018159521,agribalyse
Rolled escalope of pork with pistachios,Pork Escalope with Pistachios,5,9.515342113,7.791551,0.91656926,0.49889313,0.21107723,0.030685111,0.066566382,agribalyse
Spring roll,Spring Rolls,1,1.573571073,0.67437723,0.18879599,0.29054328,0.32260308,0.030685111,0.066566382,agribalyse
"Nursehound or lesser spotted dogfish, raw",Raw Nursehound Fish,5,10.96705925,9.4787825,0,0.28844568,1.1647231,0.030308663,0.004799302,agribalyse
"Nursehound or lesser spotted dogfish, cooked",Cooked Nursehound Fish,5,13.35831498,11.574143,0,0.25734164,1.4221944,0.037008636,0.067627306,agribalyse
"Rutabaga or Swede, raw",Raw Swede,1,0.386906718,0.087677241,0,0,0.1704366,0.029228063,0.099564814,agribalyse
"Rutabaga or Swede, cooked",Cooked Swede,1,1.049817031,0.10241824,0,0.3212752,0.32818468,0.072156491,0.22578242,agribalyse
Shortbread cookie w coconut,Coconut Shortbread Cookie,3,3.726248867,3.1335674,0.28642649,0.10867402,0.1684603,0.029120657,0,agribalyse
"Shortbread cookie with cocoa or chocolate, or praline or other",Chocolate Praline Shortbread,4,7.549798877,6.8826501,0.36633542,0.10868541,0.16300729,0.029120657,0,agribalyse
"Shortbread cookie with fruit (apple, red berries, etc.)",Fruity Shortbread Cookies,3,3.622452747,3.0054863,0.34347812,0.10867402,0.13569365,0.029120657,0,agribalyse
Shortbread pastry biscuit,Shortbread Biscuit,3,4.917555907,4.2899397,0.35607457,0.10869536,0.13372562,0.029120657,0,agribalyse
"Largehead hairtail, raw",Raw Largehead Hairtail,5,10.96705925,9.4787825,0,0.28844568,1.1647231,0.030308663,0.004799302,agribalyse
Saffron,Saffron,1,0.450179833,-0.24897679,0,0.49690685,0.17690961,0.025340163,0,agribalyse
Lard or pork fat,Pork Fat,1,1.455324369,0.98509449,0.043287777,0.20653737,0.18383091,0.03177452,0.004799302,agribalyse
"Sainte Maure cheese, from goat's milk",Sainte Maure Cheese,4,6.699011525,5.9156525,0.22441306,0.26662691,0.25846907,0.029050683,0.004799302,agribalyse
Goat cheese from raw milk,Raw Milk Goat's Cheese,4,6.699011525,5.9156525,0.22441306,0.26662691,0.25846907,0.029050683,0.004799302,agribalyse
"Saint-Felicien cheese, from cow's milk",Saint Felicien Cheese,3,5.496055135,4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.004799302,agribalyse
"Saint-Marcellin cheese, from cow's milk",Saint-Marcellin Cheese,3,5.496055135,4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.004799302,agribalyse
"Saint-Nectaire cheese, from cow's milk, milk collected in an unique farm",Saint Nectaire Cheese,4,6.263162655,5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.004799302,agribalyse
"Saint-Nectaire cheese, from cow's milk, milks collected in many farms",Saint Nectaire Cheese,4,6.263162655,5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.004799302,agribalyse
"Saint-Nectaire cheese, from cow's milk",Saint Nectaire Cheese,4,6.263162655,5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.004799302,agribalyse
"Saint-Paulin cheese, from cow's milk (semi-hard cheese)",Saint Paulin Cheese,4,6.263162655,5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.004799302,agribalyse
"John dory, raw",Raw John Dory,5,10.96705925,9.4787825,0,0.28844568,1.1647231,0.030308663,0.004799302,agribalyse
Sake or rice wine,Rice Wine,1,1.156598473,0,0.4658128,0.49690685,0.17690961,0.012169911,0.004799302,agribalyse
Sake or rice wine,Sake,1,1.156598473,0,0.4658128,0.49690685,0.17690961,0.012169911,0.004799302,agribalyse
"Caesar's salad (salad, chicken, croûtons, sauce)",Caesar Salad,2,2.812018743,1.9052644,0.32975086,0.29054328,0.25097579,0.030685111,0.004799302,agribalyse
"Prepared mixed meat/fish canned, drained salad",Canned Fish Salad,5,16.51526224,13.910553,0.17015018,0.38333478,1.7543815,0.049174858,0.24766792,agribalyse
"Coleslaw, w sauce, prepacked",Prepacked Coleslaw,1,1.115477383,0.32630198,0.23548536,0.29054328,0.22766235,0.030685111,0.004799302,agribalyse
"Fruit salad, raw",Fruit Salad,1,1.073198935,0.30202273,0.15482142,0.27503424,0.22163584,0.020119891,0.099564814,agribalyse
"Prepared pasta salad, with vegetable, meat or fish",Pasta Salad with Vegetables and Meat,2,2.726065693,1.57608,0.47368827,0.29054328,0.35026973,0.030685111,0.004799302,agribalyse
"Prepared pasta salad, vegetarian",Veggie Pasta Salad,2,2.123007823,1.1181193,0.42709269,0.30946784,0.23284358,0.030685111,0.004799302,agribalyse
"Potato salad, piémontaise-style, prepacked",Piémontaise Potato Salad,2,2.769381783,1.8182915,0.2733956,0.42256669,0.21964358,0.030685111,0.004799302,agribalyse
"Prepared potatoes salad, home-made",Homemade Potato Salad,3,4.099239893,2.9621978,0.36020565,0.5131934,0.22815863,0.030685111,0.004799302,agribalyse
Prepared rice salad,Rice Salad,1,1.224570593,0.4894874,0.14515605,0.29054328,0.26389945,0.030685111,0.004799302,agribalyse
"Prepared mixed tuna and vegetable salad, canned, drained",Canned Tuna Veggie Salad,3,5.148673218,3.441728,0.16216554,0.33173808,0.91619882,0.049174858,0.24766792,agribalyse
"Curly endive, raw",Curly Endive,1,0.882514478,0.31309977,0,0,0.2272488,0.076659738,0.26550617,agribalyse
"Green salad, raw, without seasoning",Green Salad,1,0.882514478,0.31309977,0,0,0.2272488,0.076659738,0.26550617,agribalyse
Salami,Salami Sausage,3,5.398718735,4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.004799302,agribalyse
"Salami, pork and beef",Pork and Beef Salami,3,5.454257773,4.534209,0.57741997,0.10637068,0.20077371,0.030685111,0.004799302,agribalyse
"Salami, pure pork",Pork Salami,3,5.398718735,4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.004799302,agribalyse
"Salami, Danish-style",Danish Salami,3,5.398718735,4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.004799302,agribalyse
"Salers cheese, from cow's milk",Salers Cheese,4,6.263162655,5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.004799302,agribalyse
"Glasswort (Salicornia sp.), fresh",Fresh Glasswort,1,1.21251338,0.71109461,0,0,0.26920619,0.12664864,0.10556394,agribalyse
"Salsify, black, raw",Black Salsify,1,0.386906718,0.087677241,0,0,0.1704366,0.029228063,0.099564814,agribalyse
"Salsify, canned, drained",Canned Salsify,1,1.139284766,0.10271164,0.16929655,0.35015645,0.23174474,0.037471876,0.24790351,agribalyse
"Salsify, cooked",Cooked Salsify,1,1.049817031,0.10241824,0,0.3212752,0.32818468,0.072156491,0.22578242,agribalyse
"Salsify, frozen, raw",Frozen Raw Salsify,1,0.730671177,0.087677241,0.018776379,0.28581962,0.23237643,0.087861986,0.018159521,agribalyse
Samosas or samoosas,Meat Samosa,5,28.75527786,27.847972,0.30833228,0.29056138,0.21116071,0.030685111,0.066566382,agribalyse
"Sandwich made with French bread, camembert cheese and butter",Camembert French Toast Sandwich,3,3.751520613,2.9483259,0.26694366,0.27530959,0.22545705,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, raw vegetables and mayonnaise",Veggie Sandwich,2,1.887834223,1.0144292,0.33360552,0.27530547,0.22900962,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, turkey, raw vegetables (lettuce & tomato) and mayonnaise",Turkey and Vegetable Sandwich,2,1.887834223,1.0144292,0.33360552,0.27530547,0.22900962,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, ham and emmental cheese",Ham and Emmental Sandwich,3,4.834606703,3.75821,0.38522517,0.44020684,0.21548028,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, ham and butter",Ham and Butter Sandwich,3,4.773199023,3.6312759,0.38363406,0.52031036,0.20249429,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, ham, emmental cheese and butter",Ham and Emmental Sandwich,3,4.834606703,3.75821,0.38522517,0.44020684,0.21548028,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, hard-boiled egg, raw vegetables (tomato and lettuce) and butter",Egg Sandwich,2,2.307909373,1.4606249,0.23195181,0.36812403,0.21172422,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, merguez sausage, ketchup and mustard",Merguez Sausage Sandwich,3,3.896836803,2.9997022,0.3827891,0.28032615,0.19853494,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, egg, raw vegetables (tomato and lettuce) and mayonnaise",Egg and Vegetable Sandwich,1,1.513604833,0.82255897,0.16910973,0.27530841,0.21114331,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, pâté and pickles",French Pâté Sandwich,2,2.580856763,1.5931057,0.42494628,0.3093711,0.21794927,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, pork, raw vegetables (lettuce & tomato) and mayonnaise",Pork Sandwich,2,2.307909373,1.4606249,0.23195181,0.36812403,0.21172422,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, chicken, raw vegetables (lettuce & tomato) and mayonnaise",Chicken Sandwich,2,2.819312823,1.6847387,0.58149967,0.27530841,0.24228163,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, salami and butter",Salami Sandwich,3,4.773199023,3.6312759,0.38363406,0.52031036,0.20249429,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, dry sausage and butter",Sausage French Toast Sandwich,3,3.896836803,2.9997022,0.3827891,0.28032615,0.19853494,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, smoked salmon and butter",Smoked Salmon Sandwich,1,1.689179633,0.92359344,0.15136525,0.27530488,0.30343165,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, tuna, raw vegetables (tomato and lettuce) and mayonnaise",Tuna Sandwich,2,2.311636663,1.4310077,0.16688819,0.27530841,0.40294795,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, tuna, sweet corn and raw vegetables",Tuna and Vegetable Sandwich,1,1.689179633,0.92359344,0.15136525,0.27530488,0.30343165,0.030685111,0.004799302,agribalyse
"Sandwich made with French bread, kebab and raw vegetables",Kebab and Vegetable Sandwich,5,14.26402992,13.528927,0.21348923,0.27529997,0.21082931,0.030685111,0.004799302,agribalyse
"Sandwich made with pita bread, kebab and raw vegetables",Pita Kebab,5,14.26402992,13.528927,0.21348923,0.27529997,0.21082931,0.030685111,0.004799302,agribalyse
"Sandwich made with wholemeal loaf bread, ham, raw vegetables, cheese (optional)",Wholemeal Ham Sandwich,2,2.307909373,1.4606249,0.23195181,0.36812403,0.21172422,0.030685111,0.004799302,agribalyse
"Sandwich made with wholemeal loaf bread, ham and cheese",Wholemeal Ham and Cheese Sandwich,3,4.834606703,3.75821,0.38522517,0.44020684,0.21548028,0.030685111,0.004799302,agribalyse
"Sandwich made with wholemeal loaf bread, chicken, raw vegetables and mayonnaise",Chicken Wholemeal Sandwich,2,2.819312823,1.6847387,0.58149967,0.27530841,0.24228163,0.030685111,0.004799302,agribalyse
"Sandwich made with wholemeal loaf bread, tuna, raw vegetables and mayonnaise",Tuna Veggie Sandwich on Wholemeal,2,2.311636663,1.4310077,0.16688819,0.27530841,0.40294795,0.030685111,0.004799302,agribalyse
"Sandwich made with panini bread, raw cured ham, mozzarella cheese and tomato","Ham, Mozzarella, and Tomato Panini",3,4.312240923,3.2798506,0.34110032,0.4364301,0.21937549,0.030685111,0.004799302,agribalyse
"Blood, beef, raw",Raw Beef Blood,5,33.51294064,32.799036,0.06164206,0.26344125,0.24537156,0.037885829,0.10556394,agribalyse
Sangria,Sangria,1,1.440318915,0.2148166,0.11475505,0.75692415,0.32009139,0.028932423,0.004799302,agribalyse
